Batch ID,Temperature (°C),pH,Pressure (kPa),Quality Metric (%),Dissolved Oxygen (%),Conductivity (mS/cm),UV Absorbance,RNA Folding Efficiency (%),Nanopore RNA Integrity (Score),Enzyme Concentration (U/mL),True_Label
1.345997182098624e-05,-0.00014571832134091032,3.2758841508477376e-05,-1.701490000899081e-05,0.002024254332286964,0.00010563410806905892,-4.929930403583922e-05,0.0011012385528512457,8.006823893324135e-06,0.00033492464355457373,0.0027666112952772414,0
0.0018243201115732605,-0.0002599050394992335,2.788911232953886e-05,3.698944632800309e-05,0.0014644526504293642,-0.00026553067765261267,-0.00015861279021966084,0.0006598475204050794,3.302333253091967e-05,6.712007899010627e-05,-0.0032557929419697366,0
5.948022399109822e-05,0.0004939781713996391,7.71738126965754e-06,2.6627221545762903e-05,2.5389219788070302e-05,-0.00018755001637271094,-0.00017778151893620972,0.00018502918917077618,0.00038109714804961467,-0.00031351490048900653,-0.0032087943096409024,0
-0.0017253456355156944,-2.9383475767131265e-05,1.6151091822744746e-05,1.10482602984635e-06,0.002771815956334241,-0.0004554646986929968,9.62152225707374e-06,-0.0009023591515796888,-0.00011749611659490702,-0.000140427876498232,5.0713412658268315e-05,0
0.0016504305731415056,-3.337733455555309e-05,4.699224894433699e-05,-4.951441334878076e-06,0.0039643525690226935,-4.365287739239734e-05,0.0003070082991252133,-1.1109654739275483e-05,-0.0002390573166006302,-0.00026840499565292683,-0.003591362345478929,0
2.0898231498724523e-05,-9.616916413563654e-05,1.0094406414710872e-05,-1.900950956907353e-05,0.0026503326923248568,-0.00021736883223368372,-0.00010394061902055982,0.000251364685602457,-7.511467828582266e-05,-7.006479563721047e-05,0.0024820138637337754,0
0.0014188454411727764,-3.843701637721132e-05,2.099371559212849e-05,3.130360990822861e-05,0.0012201129775289317,-4.8029135799141026e-05,0.00016365936986202902,-0.0003852137994610575,6.925785745760949e-05,-0.0001455622532921028,0.0002526651530773971,0
-0.002315205646825269,0.00022423317125620077,3.501867782981542e-05,0.00010620028877606184,-0.0022619341627362266,-0.001310619866272238,-0.00010749588057792103,-0.001955050164000223,8.338818927333722e-05,-0.00024382769004671075,0.0007955639755269422,1
-0.0027680116434180358,-8.469406033737259e-05,1.1035394938967025e-05,8.105051732147357e-05,-0.0007558983930008881,0.0003358739648432668,-0.0004831408665528472,-0.002548152106901029,-4.650062826592079e-05,-3.8727413423694046e-05,-0.005139780345625884,0
5.156728209788241e-05,-0.00011210051926581428,6.089896921613305e-06,-3.453800815759922e-05,0.004710812717506934,-0.00013164173074985017,-3.501878785805978e-05,0.00031616183176532396,0.00016549323787743532,0.0003043686419450708,-0.003910109975878925,0
-0.0013564711973032214,5.4467627944709745e-05,4.3239795188169345e-06,6.087704895932951e-05,-0.001031519914935457,-3.981399155867304e-05,0.00011190805172104907,0.0006679443723827913,0.00048331927133763944,0.00046192890989232757,0.0036567218228980205,0
-0.0013678190283676036,0.00014894941300654438,1.0015667335530884e-06,-7.090349292142495e-05,0.005117662047134582,-2.5760682948790938e-05,0.00015932754860191275,-0.000765599555022177,0.000248003102760501,0.0003301182159320072,-0.0006501523688344866,0
0.0016228548346334298,-2.5482547538976603e-05,5.293936877897901e-06,4.5242701682549445e-05,-0.0011446984009281375,3.847937340940134e-05,1.089447102837813e-05,0.0008901095268350475,7.807670374952603e-06,0.0001439305291287426,-0.0003709934977636287,0
-0.001313519647520781,-8.444320656510854e-05,1.1409905300375751e-05,-6.668529650388301e-05,0.0018037283909901984,-0.0002968600838036464,-7.144161389694399e-05,-6.025275589236895e-05,0.00043496723164395616,0.0003704188206175927,0.0024559175735851093,0
0.0016630083205404062,0.0002520943005674702,-2.1303430396806854e-07,2.568891734427292e-05,0.0010617140487693079,0.00036667508543487934,-1.95313893355795e-05,-0.0006392024724038627,0.00036274814241720957,0.0002777824399274563,-0.0023550751089047024,0
-0.0013619630299462567,3.3457203763865896e-05,1.9525976413527946e-05,-3.074529801724746e-05,0.0041239432803296715,-0.00010395568892529209,-8.915656822622163e-05,0.00013844570192983875,0.00017979956913763602,0.0005297348604229396,-0.0005045172669308914,0
-0.0011254439728614713,-1.0381952975371133e-05,5.815790411439259e-06,-7.756720564887086e-05,0.002263940181669573,0.0001370101002157395,7.219827893227013e-05,0.00010084841787069964,-5.879414464605912e-05,0.00036556665714035955,0.003109418601104249,0
-0.0015088119574107588,-0.0001427489566058553,5.111954518601955e-05,5.880449291693203e-05,0.002196917871992734,8.776812017983637e-05,0.00023306852047327568,0.00013374382625458612,-3.3989194561590745e-05,0.0005256604782317662,-0.00014241738347539395,0
